Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  7.45     52.29    52.29                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4235 @ 8056cf5)
 [230] biggest(double*, int&) (subroutines.cc:197 @ 8049cb4) [693] ManipClass::computeVertexEnergyForce(ContainerClass&) (subroutines.cc:4526 @ 8057ba9) [810] ObjectClass::findAdjacentPolygonsAndVertices(PolygonClass*, int, int*) (subroutines.cc:1362 @ 804d260)
 [128] biggest(double*, int&) (subroutines.cc:199 @ 8049cbc) [694] ManipClass::computeVertexEnergyForce(ContainerClass&) (subroutines.cc:4527 @ 8057bd5) [599] ObjectClass::findAdjacentPolygonsAndVertices(PolygonClass*, int, int*) (subroutines.cc:1383 @ 804d389)
 [136] biggest(double*, int&) (subroutines.cc:201 @ 8049cd2) [147] ManipClass::computeVertexEnergyForce(ContainerClass&) (subroutines.cc:4540 @ 8057c8e) [640] ObjectClass::findAdjacentPolygonsAndVertices(PolygonClass*, int, int*) (subroutines.cc:1408 @ 804d54a)
 [185] biggest(double*, int&) (subroutines.cc:204 @ 8049ce8) [329] ManipClass::computeVertexEnergyForce(ContainerClass&) (subroutines.cc:4541 @ 8057cbe) [1181] ObjectClass::initializeNewCoordinatesAndDevDist() (subroutines.cc:1298 @ 804cf5a)
 [330] biggest(double*, int&) (subroutines.cc:209 @ 8049d01) [491] ManipClass::computeVertexEnergyForce(ContainerClass&) (subroutines.cc:4545 @ 8057d6d) [399] ObjectClass::initializeNewCoordinatesAndDevDist() (subroutines.cc:1305 @ 804cf90)
 [332] biggest(double*, int&) (subroutines.cc:215 @ 8049d0c) [405] ManipClass::computeVertexEnergyForce(ContainerClass&) (subroutines.cc:4557 @ 8057e52) [420] ObjectClass::initializeNewCoordinatesAndDevDist() (subroutines.cc:1315 @ 804d0c4)
 [333] biggest(double*, int&) (subroutines.cc:222 @ 8049d17) [695] ManipClass::computeVertexEnergyForce(ContainerClass&) (subroutines.cc:4589 @ 805815b) [1182] ObjectClass::fileInit() (subroutines.cc:1200 @ 804ca0c)
 [244] biggest(double*, int&) (subroutines.cc:226 @ 8049d22) [696] ManipClass::computeVertexEnergyForce(ContainerClass&) (subroutines.cc:4598 @ 8058190) [1183] ObjectClass::fileOutit() (subroutines.cc:1221 @ 804cc1a)
 [459] biggest(double*, int&) (subroutines.cc:231 @ 8049d38) [1163] ManipClass::computePolygonIntersectionForce(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:4637 @ 8058302) [1184] ObjectClass::initEdges() (subroutines.cc:1872 @ 804f052)
 [418] biggest(double*, int&) (subroutines.cc:233 @ 8049d43) [385] ManipClass::computePolygonIntersectionForce(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:4650 @ 8058348) [1185] ObjectClass::ObjectClass() (subroutines.cc:2058 @ 805a5c2)
 [419] biggest(double*, int&) (subroutines.cc:237 @ 8049d4c) [786] ManipClass::computePolygonIntersectionForce(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:4653 @ 8058367) [1186] ObjectClass::~ObjectClass() (subroutines.cc:2043 @ 804fa5a)
 [1126] ManipClass::findOddMeshes(PolygonClass*, int*, int, int*, int&, bool) (subroutines.cc:3761 @ 80559ea) [375] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3865 @ 8055d54) [1139] VertexClass::computeNewCoords(double) (subroutines.cc:1011 @ 804bd32)
 [394] ManipClass::findOddMeshes(PolygonClass*, int*, int, int*, int&, bool) (subroutines.cc:3859 @ 8055d4d) [317] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3884 @ 8055d62) [738] VertexClass::computeNewCoords(double) (subroutines.cc:1023 @ 804bd81)
 [534] ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4072 @ 805667a) [210] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3887 @ 8055d7c) [1140] VertexClass::computeEnergyForce(double*, double*, double*, int*, int, EdgeClass*) (subroutines.cc:896 @ 804b868)
 [402] ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4083 @ 8056689) [211] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3888 @ 8055d9a) [600] VertexClass::computeEnergyForce(double*, double*, double*, int*, int, EdgeClass*) (subroutines.cc:969 @ 804bb9b)
 [514] ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4086 @ 80566a3) [214] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3889 @ 8055db8) [739] VertexClass::computeEnergyForce(double*, double*, double*, int*, int, EdgeClass*) (subroutines.cc:987 @ 804bcf9)
 [403] ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4087 @ 80566b2) [424] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3892 @ 8055dd6) [1130] VertexClass::computeMeanOutwardNormal(PolygonClass*, double*) (subroutines.cc:852 @ 804b748)
 [532] ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4090 @ 80566e3) [271] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3893 @ 8055df1) [297] VertexClass::computeMeanOutwardNormal(PolygonClass*, double*) (subroutines.cc:868 @ 804b762)
 [656] ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4094 @ 805671b) [326] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3894 @ 8055e0c) [242] VertexClass::computeMeanOutwardNormal(PolygonClass*, double*) (subroutines.cc:871 @ 804b779)
 [377] ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4097 @ 805673b) [167] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3897 @ 8055e27) [224] VertexClass::computeMeanOutwardNormal(PolygonClass*, double*) (subroutines.cc:875 @ 804b792)
 [431] ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4098 @ 805674c) [440] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3900 @ 8055e62) [416] VertexClass::computeMeanOutwardNormal(PolygonClass*, double*) (subroutines.cc:876 @ 804b7b0)
 [493] ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4099 @ 805675f) [474] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3901 @ 8055e69) [601] VertexClass::computeMeanOutwardNormal(PolygonClass*, double*) (subroutines.cc:877 @ 804b7ce)
 [775] ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4100 @ 805677f) [475] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3902 @ 8055e70) [602] VertexClass::computeMeanOutwardNormal(PolygonClass*, double*) (subroutines.cc:868 @ 804b7ec)
 [496] ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4101 @ 8056785) [697] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3903 @ 8055e77) [603] VertexClass::computeMeanOutwardNormal(PolygonClass*, double*) (subroutines.cc:881 @ 804b7f6)
 [548] ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4097 @ 80567ad) [359] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3904 @ 8055e7e) [524] VertexClass::computeMeanOutwardNormal(PolygonClass*, double*) (subroutines.cc:882 @ 804b809)
 [549] ManipClass::identifyBoxes(ContainerClass&, PolygonClass*, SpaceClass&, int, int*&, int&, int&) (subroutines.cc:4104 @ 80567b4) [337] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3905 @ 8055e85) [604] VertexClass::computeMeanOutwardNormal(PolygonClass*, double*) (subroutines.cc:883 @ 804b81f)
 [314] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4327 @ 805716a) [143] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3908 @ 8055e8c) [740] VertexClass::computeMeanOutwardNormal(PolygonClass*, double*) (subroutines.cc:887 @ 804b843)
 [465] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4333 @ 805717a) [190] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3911 @ 8055ea6) [1131] VertexClass::setOdd(int) (subroutines.cc:992 @ 804bd02)
 [203] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4337 @ 8057184) [201] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3912 @ 8055ec4) [741] VertexClass::setOdd(int) (subroutines.cc:999 @ 804bd0d)
  [88] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4338 @ 8057199) [231] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3913 @ 8055ee2) [742] VertexClass::setOdd(int) (subroutines.cc:1004 @ 804bd22)
 [159] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4337 @ 80571cc) [327] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3916 @ 8055f00) [1187] VertexClass::fileInit(int) (subroutines.cc:1038 @ 804bdd2)
 [389] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4342 @ 80571d6) [293] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3917 @ 8055f1b) [1137] VertexClass::fileOutit() (subroutines.cc:1083 @ 804c280)
 [194] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4345 @ 80571f3) [321] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3918 @ 8055f36) [743] VertexClass::fileOutit() (subroutines.cc:1085 @ 804c28b)
  [80] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4346 @ 8057208) [192] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3921 @ 8055f51) [1166] VertexClass::updateLog(int) (subroutines.cc:1063 @ 804c052)
 [157] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4345 @ 8057238) [698] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3924 @ 8055f8c) [542] VertexClass::VertexClass() (subroutines.cc:1266 @ 805a58a)
 [217] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4350 @ 8057242) [575] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3925 @ 8055f93) [1138] VertexClass::~VertexClass() (subroutines.cc:1092 @ 804c37c)
  [93] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4351 @ 8057257) [476] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3926 @ 8055f9a) [448] VertexClass::~VertexClass() (subroutines.cc:1094 @ 804c387)
 [193] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4350 @ 805729a) [502] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3928 @ 8055fa8) [744] VertexClass::~VertexClass() (subroutines.cc:1095 @ 804c3a4)
 [178] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4355 @ 80572a4) [144] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3933 @ 8055faf) [745] VertexClass::~VertexClass() (subroutines.cc:1096 @ 804c3c1)
  [68] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4356 @ 80572b9) [94] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3935 @ 8055fdd) [746] VertexClass::~VertexClass() (subroutines.cc:1100 @ 804c418)
 [205] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4355 @ 80572ec) [216] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3936 @ 805604b) [349] VertexClass::~VertexClass() (subroutines.cc:1101 @ 804c427)
 [119] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4360 @ 80572f6) [209] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3942 @ 8056052) [605] VertexClass::~VertexClass() (subroutines.cc:1100 @ 804c44c)
 [187] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4361 @ 805730f) [238] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3943 @ 805606a) [1124] PolygonClass::recordBoxes(int*, int) (subroutines.cc:816 @ 804b5ec)
 [108] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4364 @ 8057328) [406] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3944 @ 8056078) [449] PolygonClass::recordBoxes(int*, int) (subroutines.cc:821 @ 804b5f8)
 [114] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4368 @ 805733c) [255] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3945 @ 8056089) [811] PolygonClass::recordBoxes(int*, int) (subroutines.cc:822 @ 804b601)
 [305] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4370 @ 8057345) [407] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3946 @ 805609c) [812] PolygonClass::recordBoxes(int*, int) (subroutines.cc:824 @ 804b618)
 [110] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4371 @ 805735a) [503] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3947 @ 80560b4) [747] PolygonClass::recordBoxes(int*, int) (subroutines.cc:830 @ 804b65f)
 [288] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4370 @ 8057389) [576] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3949 @ 80560d3) [525] PolygonClass::recordBoxes(int*, int) (subroutines.cc:832 @ 804b673)
 [395] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4375 @ 805739a) [397] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3951 @ 80560e6) [322] PolygonClass::recordBoxes(int*, int) (subroutines.cc:833 @ 804b684)
 [432] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4377 @ 80573a1) [577] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3953 @ 8056105) [606] PolygonClass::recordBoxes(int*, int) (subroutines.cc:832 @ 804b6c2)
 [550] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4378 @ 80573ac) [259] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3956 @ 8056116) [748] PolygonClass::recordBoxes(int*, int) (subroutines.cc:836 @ 804b6c9)
 [657] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4379 @ 80573ba) [318] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3957 @ 805612e) [813] PolygonClass::checkEdgeEdgeIntersection(double**, int (*) [2], double**, int, int, bool) (subroutines.cc:759 @ 804b477)
 [497] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4380 @ 80573c8) [408] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3958 @ 805613c) [320] PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:768 @ 804b488)
 [343] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4382 @ 80573e0) [291] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3959 @ 805614d) [607] PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:790 @ 804b493)
 [195] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4384 @ 80573ec) [578] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3960 @ 8056160) [608] PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:791 @ 804b497)
 [551] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4387 @ 8057429) [520] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3961 @ 8056178) [215] PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:793 @ 804b49b)
 [433] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4391 @ 805748e) [699] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3965 @ 80561aa) [162] PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:795 @ 804b4ad)
 [273] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4399 @ 8057496) [700] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3966 @ 80561b8) [118] PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:797 @ 804b4c1)
 [434] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4400 @ 80574a0) [85] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3970 @ 80561da) [186] PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:798 @ 804b4e3)
 [552] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4401 @ 80574aa) [103] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3975 @ 805621a) [164] PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:799 @ 804b508)
 [344] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4402 @ 80574b4) [477] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3976 @ 8056238) [120] PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:800 @ 804b52d)
 [396] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4403 @ 80574be) [504] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3979 @ 8056251) [122] PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:801 @ 804b54d)
 [498] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4404 @ 80574c8) [234] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3981 @ 8056258) [139] PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:802 @ 804b570)
 [198] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4407 @ 80574d2) [65] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3982 @ 805626a) [105] PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:804 @ 804b593)
 [137] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4408 @ 80574ea) [260] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3986 @ 80562e4) [130] PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:793 @ 804b5c1)
 [188] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4409 @ 8057506) [70] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3987 @ 80562e9) [368] PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:809 @ 804b5cb)
 [158] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4410 @ 8057525) [177] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3991 @ 8056363) [352] PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:810 @ 804b5e0)
  [96] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4411 @ 8057544) [66] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3992 @ 8056368) [286] PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:811 @ 804b5e7)
 [145] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4412 @ 8057560) [296] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3996 @ 80563e2) [1135] PolygonClass::~PolygonClass() (subroutines.cc:841 @ 804b70c)
 [148] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4413 @ 805757f) [107] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3981 @ 80563e7) [1167] ContainerClass::updateFile(int) (subroutines.cc:2256 @ 80501c4)
 [264] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4414 @ 805759e) [261] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3998 @ 80563f1) [1198] ContainerClass::initFindAdj(PolygonClass*, int, int*) (subroutines.cc:2153 @ 804fe4a)
 [245] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4415 @ 80575a9) [338] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3999 @ 8056407) [1199] ContainerClass::initObjects(int*, int*) (subroutines.cc:2070 @ 804fc1a)
 [251] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4416 @ 80575b7) [579] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:4003 @ 805641b) [1200] ContainerClass::computeEdges() (subroutines.cc:2181 @ 804feea)
  [81] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4418 @ 80575c5) [505] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:4013 @ 805649f) [1168] ContainerClass::computeNewEdges() (subroutines.cc:2195 @ 804ff30)
  [99] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4419 @ 80575f3) [379] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:4016 @ 80564ab) [1201] ContainerClass::initObjectEdges(PolygonClass*, int, int*) (subroutines.cc:2297 @ 8050468)
  [75] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4420 @ 8057621) [124] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:4018 @ 80564b4) [1202] ContainerClass::initFindNeighbor() (subroutines.cc:2167 @ 804fea4)
 [101] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4421 @ 805764f) [398] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:4019 @ 8056503) [1203] ContainerClass::initCoordsAndDist() (subroutines.cc:2123 @ 804fe04)
 [115] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4422 @ 805767d) [181] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:4020 @ 805650f) [1169] ContainerClass::computeGlobalParams() (subroutines.cc:2274 @ 805034e)
